"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_FATTY_ACID_METABOLISM",0.00198586016294896,0.00902663710431344,0.431707695803346,-0.345463994442128,-1.55260203226266,151,"Psme1;Fh1;Gpd2;Cel;Adsl;Cd36;Hmgcs1;Hsd17b7;Mdh1;Ube2l6;Aldoa;Nthl1;Sdhc;Ldha;Dld;Idh3b;Elovl5;Hsd17b10;Sdha;Cidea;Dhcr24;Ncaph2;Pts;Acsl5;Mif;Suclg1;Aoc3;S100a10;Acot8;Acot3;Car4;Grhpr;Hsdl2;Auh;Mdh2;Eci1;Rdh11;Ugdh;Car2;Acsl4;Pdhb;Odc1;Nsdhl;Bmpr1b;Lgals1;Acaa1a;Aco2;Metap1;Ehhadh"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.00291260127214564,0.0121358386339402,0.431707695803346,-0.320040066433685,-1.49578053603843,197,"Isg20;S100a9;Plaat3;Cdh1;Flnb;Mdk;Ptges;Olfm1;Cox6c;Plk4;Top2a;Ltf;Cpe;Hspa4l;Gale;Areg;Mest;Mapt;Cyp26b1;Anxa9;Elovl5;Egr3;Fdft1;Etfb;Tfpi2;Ccna1;Bag1;Serpina3n;Sema3b;Nmu;Scnn1a;Tiam1;Cyp4f14;Krt13;Scube2;Fkbp5;Abca3;Blvrb;Bcl2;Pgr;Prss23;Ugdh;Tjp3;Pkp3;Car2;Add3;Myb;Prkar2b;Ass1;Tst;Dusp2;St14"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00713059667871492,0.0274253718412112,0.407017918923954,-0.353317279917264,-1.51027889571288,110,"Ddit4;Eef2;Nabp1;Chac1;Mthfd2;Asns;Wipi1;Tspyl2;Exosc1;Ifit1bl1;Hspa9;Banf1;Calr;Dkc1;H2ax;Hyou1;Lsm1;Vegfa;Ero1a;Pdia5;Nop56;Exoc2;Npm1;Pdia6;Srpr;Parn;Spcs1;Sec11a;Dcp2;Cks1b;Lsm4;Atp6v0d1"
"HALLMARK_MYC_TARGETS_V1",0.00914222289780816,0.0326507960636006,0.380730400722792,-0.308695296881034,-1.43303220858339,183,"Hddc2;Mcm2;Mcm6;Ranbp1;Snrpg;Kars;Xpo1;Acp1;Pgk1;Eef1b2;Psmd14;Ldha;Ccna2;Clns1a;Psma2;Ywhaq;Dut;Psma1;Ywhae;Tomm70a;Cyc1;Ndufab1;Eif3d;Serbp1;Snrpd2;Fam120a;Nop16;Vdac3;Nop56;Hnrnpa1;Phb;Npm1;Snrpa1;Mcm4;Snrpa;Cnbp;Hsp90ab1;Vbp1;Rrm1;Dek;Hnrnpu;Aimp2;Exosc7;Cct7;Tfdp1;Pa2g4;Hspe1;Odc1;Ilf2;Psma6;Rack1;Cct4;Rrp9;Usp1;Psma7;Pcna;Prpf31;Erh;Canx;Ppia;Prdx3;Ube2l3;Tyms;Srsf1;Tra2b;Orc2"
"HALLMARK_ANDROGEN_RESPONSE",0.0178357889485778,0.0594526298285928,0.352487857583619,0.303084905246755,1.39635681710785,106,"Xrcc5;Acsl3;Adamts1;Ank;Hpgd;Camkk2;Scd2;Inpp4b;Ptpn21;Selenop;Pias1;Appbp2;Lifr;Itgav;Abhd2;Steap4;Maf;Akt1"
"HALLMARK_HYPOXIA",0.0425844346549192,0.129066632412458,0.266350657088526,-0.280191945703781,-1.30390909008891,193,"Ndrg1;Isg20;Ackr3;Tgfb3;Slc2a3;Plac8;Edn2;Ddit4;Tpi1;Ppfia4;Nedd4l;Pfkp;Col5a1;Pdk3;Aldoa;Pgk1;Ldha;Errfi1;Fam162a;Vldlr;Rragd;Lox;Mif;Mxi1;Mt1;Vegfa;Pygm;Cavin3;Ero1a;Grhpr;Pgf;Ppp1r3c;Gcnt2;Bcl2;Ppargc1a;Pck1;Sdc3;Tgfbi;Nfil3;Il6;Casp6;Ugp2;Tpd52;Gaa;Pgam2;Anxa2;Cited2;Adm"
"HALLMARK_PANCREAS_BETA_CELLS",0.0452342487883683,0.129066632412458,0.271288554688953,-0.429062824906397,-1.49447869503711,38,"Vdr;Srp14;Neurod1;Dpp4;Foxa2;Hnf1a;Spcs1;Sec11a;Dcx;Slc2a2;Pcsk1;Abcc8;Sst;Chga"
"HALLMARK_NOTCH_SIGNALING",0.046463987668485,0.129066632412458,0.321775918075361,0.424528291178597,1.46740353838434,30,"Lfng;Hes1;St3gal6;Dtx4;Notch1;Prkca;Cul1;Dll1;Dtx2;Maml2;Tcf7l2"
"HALLMARK_G2M_CHECKPOINT",0.0543318649045521,0.142978591854085,0.234392647294686,-0.275831802146554,-1.28361860385069,193,"Tpx2;Mcm2;Mcm6;E2f2;Stmn1;Plk4;Top2a;Xpo1;H2az2;Smc4;Smc2;Tent4a;Ube2c;Ccna2;Orc6;Hmmr;Uck2;Chek1;Dkc1;H2ax;Ccnf;Ndc80;Cdc25a;Tmpo;Rad54l;Nek2;Cdkn2c;Bub1;Polq;Lmnb1;Ezh2;Hif1a;Kif23;Orc5;Slc38a1;Mki67;Mnat1;Egf;Srsf10;Hmgb3;Cks1b;Hnrnpu;Map3k20;Cdk1;Sqle;Pafah1b1;Hus1;Suv39h1;Tfdp1;Odc1;Nasp"
"HALLMARK_UV_RESPONSE_UP",0.0624092888243832,0.156023222060958,0.216542836735348,-0.285938577880619,-1.29145655449169,153,"Hspa2;Selenow;Cnp;Bsg;Dgat1;Tyro3;Prkaca;Asns;Olfm1;Aldoa;Polg2;Clcn2;Ggh;Cck;Tchh;Ctsl;H2ax;Rasgrp1;Mmp14;Slc25a4;Tap1;Cdkn2b;Nptx2;Igfbp2;Cyb5b;Lhx2;Prpf3;Bak1;H2-Q1;Tfrc;Car2;H2-M3;Tst;Il6;Hnrnpu;Dnajb1;Polr2h;Cyb5r1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0663507109004739,0.157977883096367,0.219250346703755,-0.333268694272173,-1.33471889191727,73,"Pmvk;Fbxo6;Hmgcs1;Hsd17b7;Cyp51;Pdk3;Plscr1;Anxa5;Jag1;Errfi1;Antxr2;Fdft1;Fdps;Sema3b;Acss2;Gusb;Nfil3;Sqle;Hmgcr;Nsdhl"
"HALLMARK_SPERMATOGENESIS",0.11854103343465,0.260367651671999,0.227987202850442,0.253811241670208,1.18634510301158,131,"Ace;Slc2a5;Pias2;Pcsk4;Mast2;Lpin1;Jam3;Mlf1;Pcsk1n;Acrbp;Adad1;Ncaph;Dbf4;Dmrt1;Sycp1;Gpr182;Mtnr1a;Slc12a2;Ddx4;Hspa1l"
"HALLMARK_IL2_STAT5_SIGNALING",0.11976911976912,0.260367651671999,0.152144922367565,-0.253892333272081,-1.18662395802387,197,"Ndrg1;Slc2a3;Cst7;Traf1;Fgl2;Plscr1;Mxd1;Plec;Hopx;Sell;Gbp3;Ahr;Gucy1b1;Ttc39b;Cxcl10;Uck2;Socs1;Gpr83;Rragd;Ccnd2;Anxa4;Capg;Myo1e;Ltb;Plagl1;Il2ra;Gpr65;Slc29a2;Tnfrsf18;Il18r1;Icos;Col6a1;Tiam1;Muc1;Ctla4;Itgae;Coch;Hipk2;Bcl2;Batf3;Itih5;Car2;Nfil3;Lrrc8c;Glipr2;Ctsz;Il2rb;Ifitm3;Il3ra;Map6;Odc1"
"HALLMARK_MITOTIC_SPINDLE",0.128289473684211,0.267269736842105,0.227987202850442,0.231659647011204,1.1695417878326,199,"Rasa2;Arap3;Mid1ip1;Cttn;Arhgap5;Rictor;Kif20b;Fbxo5;Rapgef5;Cdc27;Nck1;Trio;Tubgcp5;Kif15;Ppp4r2;Lats1;Mid1;Wasl;Fscn1;Tubgcp3;Pxn;Tuba4a;Rasa1;Bin1;Tsc1;Epb41l2;Rasal2;Abl1;Gemin4;Katnb1;Tubgcp6;Kif2c;Rapgef6;Clip2;Kif4;Arl8a;Cdc42ep2;Fgd4;Kif1b;Nck2;Rock1;Ckap5;Arhgef7;Smc3;Tubd1;Cyth2;Ophn1;Kif3b;Dlg1;Sptan1"
"HALLMARK_MYC_TARGETS_V2",0.138743455497382,0.277486910994764,0.193813302725311,0.309938864126957,1.25821274871609,56,"Myc;Hk2;Gnl3;Slc19a1;Cbx3;Hspd1;Grwd1;Utp20;Srm;Ddx18;Nop2;Farsa;Nolc1;Tbrg4;Pprc1;Ipo4;Exosc5;Imp4;Wdr74;Wdr43"
"HALLMARK_COAGULATION",0.149096385542169,0.286723818350324,0.138022242496643,-0.27018515115595,-1.18904789963644,135,"C2;Rapgef3;Mmp8;C1s1;Csrp1;Capn5;F10;Ctsl;F8;Thbs1;Mmp14;Proz;Gsn;Iscu;Cpq;Dpp4;Cfb;Tfpi2;Gng12;Fn1;Serping1;Mmp10;Serpinb2;Lta4h;Itih1;F2;Ctse;Adam9"
"HALLMARK_DNA_REPAIR",0.156661786237189,0.28735632183908,0.132147260608774,-0.264532853834876,-1.18475549997122,146,"Taf13;Itpa;Ccno;Polr2f;Polr2k;Nelfcd;Nt5c3;Rpa3;Cetn2;Pola1;Polr2c;Dut;Polr2j;Nudt9;Gtf2h3;Taf12;Rae1;Tsg101;Polr1d;Tarbp2;Cox17;Nudt21;Mpc2;Rfc3;Ercc4;Pole4;Supt4a"
"HALLMARK_APICAL_SURFACE",0.165064102564103,0.28735632183908,0.135002033828631,-0.349536936730209,-1.24248780945194,42,"Il2rg;Gstm5;Akap7;Afap1l2;Thy1;Dcbld2;Tmem8b;Mdga1;App;Il2rb;Lypd3;Slc34a3;Pkhd1;Shroom2;Srpx;Cd160;Gata3;Crybg1"
"HALLMARK_ANGIOGENESIS",0.166666666666667,0.28735632183908,0.175204047558551,0.342372155665189,1.23123707009688,34,"Pf4;Thbd;Pdgfa;Fgfr1;Itgav;Postn;Vcan;Prg2;Fstl1;Col5a2;Vtn;Spp1;Serpina5;Lum;Olr1"
"HALLMARK_HEDGEHOG_SIGNALING",0.181102362204724,0.300442757748261,0.16823816568964,0.33445203441635,1.20969394744383,35,"Rtn1;Cdk5r1;Ache;Gli1;Rasa1;Cdk6;Nrp2;Cntfr;Shh"
"HALLMARK_KRAS_SIGNALING_UP",0.186274509803922,0.300442757748261,0.186432558434075,0.222927867640071,1.12999141965973,201,"Ace;Csf2;Ets1;Sparcl1;Ank;Cfh;Reln;Angptl4;Btbd3;Apod;Gadd45g;Pcsk1n;Mall;Nap1l2;Rgs16;Scn1b;Adgra2;Hbegf;Hdac9;Rbm4;Etv1;Klf4;Etv5;Pigr;Kif5c;Tmem158;Fgf9;Btc;Serpina3m;Itgbl1;Bmp2;Mmd;Prkg2;Nr1h4;Tmem100;Id2;Pcp4"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.213592233009709,0.33373786407767,0.172324344900946,0.219745644260122,1.10849405870658,197,"Csf2;Myc;Gadd45a;Hes1;Tnip2;Dennd5a;F3;Cebpd;Clcf1;Phlda2;Snn;Gpr183;Rcan1;Gadd45b;Hbegf;Jun;Edn1;Map2k3;Fosl1;Klf4;Pfkfb3;Il23a;Il1a;Kdm6b;Nfkbie;Atf3;Plek;Gem;Cd83;Rhob;Plpp3;Icam1;Nfkb1;Cxcl3;Bmp2;Trip10;Tubb2a;Klf2;Zfp36;Maff;Bcl3;Id2;Ptpre;Socs3;Mcl1;Smad3;Tnfsf9;Ier3;Ier5;Tnfaip3;Zbtb10;Btg1;Efna1;Junb;Fosb;Gch1;Fjx1;Dusp4;Tnf;Ccnl1;Nfkbia;Egr1;Ehd1"
"HALLMARK_P53_PATHWAY",0.228070175438596,0.345560871876661,0.106323255932708,-0.239803443703478,-1.1168833334568,191,"Ndrg1;Coq8a;Tprkb;Tsc22d1;Vdr;Ddit4;H2ac25;Rad51c;Nupr1;Mxd1;Hspa4l;Ifi30;Ccng1;Slc19a2;Tspyl2;Tchh;Sdc1;Fam162a;Socs1;Cdkn2a;Inhbb;Ccnd2;Iscu;Ei24;Tap1;S100a10;Cdkn2b;Zmat3"
"HALLMARK_KRAS_SIGNALING_DN",0.237654320987654,0.349491648511256,0.158514105424824,0.216397998912713,1.08440538183073,188,"Ypel1;Scgb1a1;Lfng;Kmt2d;Prkn;Selenop;Vps50;Cyp39a1;Copz2;Snn;Akr1b8;P2rx6;Pax3;Itih3;Slc6a3;Smpx;Edar;Ngb;Efhd1;Ambn;Edn1;Nr6a1;Abcb11;Kcnn1;Gp2;Adra2c;Slc16a7;Ptprj;Dtnb;Krt1;Cdkal1;Klk8;Cntfr;Stag3"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.253886010362694,0.362694300518135,0.13880510939114,0.292824967118479,1.13485644104158,45,"Mpo;Txnrd1;Gclc;Srxn1;Gpx3;Cat;Hhex;Egln2;Sbno2;Ipcef1;Gsr;Prdx1;Gclm;Junb;Ptpa;Cdkn2d"
"HALLMARK_BILE_ACID_METABOLISM",0.262295081967213,0.364298724954463,0.140406238523342,0.235373692965189,1.09131725574806,111,"Atxn1;Nudt12;Abca9;Cyp39a1;Nr1i2;Idh2;Ttr;Gstk1;Pfkm;Idh1;Cat;Fads2;Bbox1;Gnmt;Pxmp2;Klf1;Abca2;Slc27a5;Hacl1;Nr3c2;Abca4;Nr1h4;Slc35b2;Gclm;Abca6"
"HALLMARK_XENOBIOTIC_METABOLISM",0.270310192023634,0.365284043275181,0.0965629554309422,-0.233735600248265,-1.08728309409962,195,"Bcar1;Arg1;Tpst1;Lcat;Il1r1;Tgfb2;Cd36;Ptges;Kars;Acp1;Kynu;F10;Ndrg2;Elovl5;Upb1;Pts;Atp2a2;Bcat1;Cfb;Arg2;Itih1;Ptgr1;Lonp1;Cyp4f14;Gcnt2;Spint2;Blvrb;Hgfac;Cyp2c55;Aox1;Ugdh;Gckr;Gad1;Car2;Sar1b;Psmb10;Casp6;Aqp9;Fbln1;Cyp27a1;Ddt;Slc35b1;Cyfip2;Aco2;Ssr3;Gstm4;Papss2;Slc1a5"
"HALLMARK_PEROXISOME",0.346213292117465,0.455543805417717,0.0850427463764322,-0.250982283134246,-1.06408149615951,102,"Cel;Isoc1;Crabp2;Top2a;Cln6;Sema3c;Ide;Elovl5;Fis1;Esr2;Dhcr24;Acsl5;Slc25a4;Scp2;Slc25a19;Fdps;Rxrg;Acot8;Rdh11;Msh2;Cnbp;Nudt19;Acsl4;Sod1;Ephx2;Acaa1a;Itgb1bp1;Ehhadh;Abcc8;Hras;Prdx5"
"HALLMARK_HEME_METABOLISM",0.371517027863777,0.476303881876637,0.12384217120105,0.206248418678419,1.03316600514037,187,"Hbb-bt;Slc11a2;Alas2;Gclc;Nfe2;Rnf19a;Icam4;Tal1;Cdc27;Cdr2;Rnf123;Vezf1;Slc25a37;Map2k3;Cat;Nr3c1;Sptb;Slc7a11;Bach1;Ppox;Htra2;Bmp2k;Klf1;Fech;Top1;Ank1;Rbm5;Spta1;Xpo7;Ranbp10;Epb42;Mark3;Picalm;Ypel5;Hba-x;Ncoa4;Alad;Gclm"
"HALLMARK_APICAL_JUNCTION",0.393846153846154,0.481233813922925,0.119348440591015,0.200163607589726,1.01288537063653,195,"Cd209b;Nrap;Pard6g;Cd276;Calb2;Pik3r3;Itga9;Layn;Jam3;Sorbs3;Icam4;Map4k2;Tspan4;Plcg1;Tial1;Cldn14;Lama3;Bmp1;Baiap2;Col17a1;Wasl;Fscn1;Dhx16;Rasa1;Vcan;Tsc1;Epb41l2;Egfr;Tjp1;Icam1;Sympk;Adamts5;Arhgef6;Tubg1;Cntn1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.394611727416799,0.481233813922925,0.0793434960134973,-0.250864094094558,-1.03505178422091,86,"Cxcl9;Il2rg;Il1r1;Cd36;Stat2;Ifnar1;Cxcl10;Socs1;Ltb;Stat1;Il1b;Il2ra;Il18r1;Cxcl13;Il12rb1"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.438320209973753,0.521809773778278,0.102080107662747,0.269906710133939,1.00696845246631,39,"Myc;Numb;Notch1;Hdac2;Cul1;Wnt5b;Csnk1e;Dll1;Maml1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.466374269005848,0.530066657211743,0.0667426134241917,-0.214547587089417,-0.999254308248561,191,"Plaat3;Flnb;Asb13;Ptges;Pmaip1;Olfm1;Sybu;Sec14l2;Areg;Slc19a2;Mapt;Slc7a2;Cyp26b1;Akap1;Anxa9;Elovl5;Svil;Inhbb;Rasgrp1;Egr3;Fdft1;Bag1;Slc1a1;Sema3b;Scnn1a;Tiam1;Muc1;Krt13;Fkbp5;Abca3;Slc37a1;Blvrb;Bcl2;Pgr;Prss23;Tjp3;Kcnk15;Add3;Myb;Deptor;Bcl11b;Med24;Ovol2;Rhobtb3;Kdm4b;Ccn5;Slc39a6;Wfs1;Mreg;Mast4;Papss2;Rapgefl1;Abat;Cldn7"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.466458658346334,0.530066657211743,0.0699458736501659,-0.236180827812961,-1.00076068036802,103,"Arpc3;Il2rg;Plcb1;Them4;Pla2g12a;Stat2;Lck;Ppp1ca;Calr;Csnk2b;Map3k7;Ngf"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.487518355359765,0.54168706151085,0.0647943366000727,-0.212809678273866,-0.990337082185606,193,"Tagln;Col6a2;Tpm1;Col5a1;Flna;Sgcb;Areg;Mest;Cxcl5;Fstl3;Thy1;Tgfbr3;Sdc1;Rgs4;Thbs1;Mmp14;Capg;Lox;Sntb1;Vcam1;Tfpi2;Glipr1;Vegfa;Fn1;Edil3;Col12a1;Slit2;Igfbp2;Prss2;Anpep;Pcolce2;Grem1;Fuca1"
